epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,19965.4,1.30094,0.83973,1.27811,0.89588,0.86233,0.89803,0.56749,1.21571,0.62731,1.2682,0.005644,0.005644,0.005644
134,20116.1,1.29671,0.83413,1.27532,0.89739,0.86218,0.89787,0.56668,1.21627,0.6274,1.26783,0.005611,0.005611,0.005611
135,20267.3,1.30395,0.8308,1.27682,0.89714,0.86246,0.89806,0.56783,1.21525,0.62622,1.26658,0.005578,0.005578,0.005578
136,20418.2,1.29206,0.83473,1.27793,0.89891,0.86094,0.89778,0.56717,1.21426,0.62539,1.26589,0.005545,0.005545,0.005545
137,20568.7,1.30428,0.83116,1.27599,0.89911,0.86344,0.89834,0.56771,1.21489,0.62518,1.26595,0.005512,0.005512,0.005512
138,20721.4,1.29796,0.82132,1.27883,0.89954,0.86188,0.89855,0.56836,1.21507,0.6251,1.26588,0.005479,0.005479,0.005479
139,20871.7,1.29153,0.82803,1.27667,0.89977,0.86224,0.89852,0.56741,1.21489,0.6244,1.2655,0.005446,0.005446,0.005446
140,21022.3,1.28686,0.82078,1.27694,0.90058,0.85998,0.89851,0.56723,1.2145,0.62432,1.26526,0.005413,0.005413,0.005413
141,21173.1,1.29245,0.82412,1.26977,0.89796,0.8634,0.89838,0.56747,1.21465,0.6241,1.26487,0.00538,0.00538,0.00538
142,21323.3,1.28579,0.81007,1.27132,0.89607,0.86229,0.89808,0.56719,1.21451,0.62332,1.26479,0.005347,0.005347,0.005347
143,21472.7,1.29479,0.82294,1.27752,0.89145,0.86357,0.89825,0.56732,1.21481,0.62339,1.26463,0.005314,0.005314,0.005314
144,21622.5,1.29668,0.81962,1.27366,0.89548,0.86253,0.89885,0.56715,1.21517,0.62314,1.26464,0.005281,0.005281,0.005281
145,21770.6,1.28342,0.81876,1.2728,0.89562,0.86213,0.89822,0.56635,1.21565,0.62228,1.26464,0.005248,0.005248,0.005248
146,21919.7,1.29304,0.82186,1.26822,0.89579,0.86464,0.89932,0.56635,1.21545,0.62168,1.2643,0.005215,0.005215,0.005215
147,22068.2,1.28686,0.81788,1.26521,0.89547,0.86487,0.89894,0.56693,1.21561,0.6215,1.26432,0.005182,0.005182,0.005182
148,22218.1,1.28584,0.81583,1.26838,0.89628,0.86434,0.89921,0.56695,1.21553,0.6214,1.26404,0.005149,0.005149,0.005149
149,22368.6,1.28471,0.81242,1.26711,0.89447,0.86493,0.89913,0.56683,1.21539,0.62114,1.26393,0.005116,0.005116,0.005116
150,22517.1,1.29227,0.81717,1.26693,0.89474,0.86417,0.89917,0.56626,1.21549,0.62084,1.26403,0.005083,0.005083,0.005083
151,22667.5,1.28758,0.81075,1.26889,0.89557,0.86429,0.89938,0.56647,1.21502,0.62039,1.26406,0.00505,0.00505,0.00505
152,22817.3,1.28319,0.81076,1.26914,0.89552,0.86382,0.89931,0.56672,1.21477,0.62012,1.26386,0.005017,0.005017,0.005017
153,22967.4,1.28924,0.81225,1.2696,0.89534,0.86596,0.8994,0.56707,1.21504,0.61932,1.26399,0.004984,0.004984,0.004984
154,23117.4,1.2739,0.80963,1.26075,0.89473,0.86561,0.8993,0.56614,1.21514,0.61869,1.26403,0.004951,0.004951,0.004951
155,23267.5,1.27684,0.8126,1.2647,0.89551,0.86552,0.89942,0.56595,1.21485,0.61781,1.26387,0.004918,0.004918,0.004918
156,23417.6,1.28504,0.80745,1.2664,0.89444,0.86587,0.89969,0.56658,1.21433,0.61732,1.26354,0.004885,0.004885,0.004885
157,23566.6,1.27394,0.80236,1.25415,0.89453,0.86535,0.89961,0.56652,1.21435,0.61732,1.26352,0.004852,0.004852,0.004852
158,23716,1.27838,0.79875,1.25863,0.89609,0.86541,0.90023,0.56676,1.21426,0.61693,1.26329,0.004819,0.004819,0.004819
